CategoryCode;CategoryPath;Language;Store;PageTitle;CategoryId;DateAdded;Status;Position;DetailedImageURL;Description;ProductDetailsView;UsergroupIds;MetaDescription;MetaKeywords;CategoryUrl;SeoName;Discussion;Vendor categories fee - Exclusive;Vendor categories fee - Default plan;Vendor categories fee - Bronze;Vendor categories fee - Free;Vendor categories fee - Silver;Vendor categories fee - Professional;Vendor categories fee - Gold;Vendor categories fee - Enterprise;Vendor categories fee - Platinum;Vendor categories fee - Corporate;Vendor categories fee - Custom;IsVirtual;VirtualConditions
"";"مستلزمات المصانع والورش///الزيوت والسوائل";"ar";"";"الزيوت والسوائل";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"788";"Industrial & Workshop Supplies///Welding & Repair Tools";"en";"B2B";"Welding & Repair Tools";"788";"22 May 2025 00:00:00";"A";"20";"";"";"default";"0";"";"";"https://is2or.com/industrial-and-workshop-supplies/welding-and-repair-tools/";"welding-and-repair-tools";"D";"";"";"";"";"";"";"";"";"";"";"";"N";"{""set"":""all"",""set_value"":""1""}"
"";"مستلزمات المصانع والورش///اللحام والصيانة";"ar";"";"اللحام والصيانة";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"789";"Industrial & Workshop Supplies///Compressors & Pumps";"en";"B2B";"Compressors & Pumps";"789";"22 May 2025 00:00:00";"A";"30";"";"";"default";"0";"";"";"https://is2or.com/industrial-and-workshop-supplies/compressors-and-pumps/";"compressors-and-pumps";"D";"";"";"";"";"";"";"";"";"";"";"";"N";"{""set"":""all"",""set_value"":""1""}"
"";"مستلزمات المصانع والورش///الضواغط والمضخات";"ar";"";"الضواغط والمضخات";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"790";"Industrial & Workshop Supplies///Ladders & Platforms";"en";"B2B";"Ladders & Platforms";"790";"22 May 2025 00:00:00";"A";"40";"";"";"default";"0";"";"";"https://is2or.com/industrial-and-workshop-supplies/ladders-and-platforms/";"ladders-and-platforms";"D";"";"";"";"";"";"";"";"";"";"";"";"N";"{""set"":""all"",""set_value"":""1""}"
"";"مستلزمات المصانع والورش///السلالم والمنصات";"ar";"";"السلالم والمنصات";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"791";"Industrial & Workshop Supplies///Tool Kits & Storage";"en";"B2B";"Tool Kits & Storage";"791";"22 May 2025 00:00:00";"A";"50";"";"";"default";"0";"";"";"https://is2or.com/industrial-and-workshop-supplies/tool-kits-and-storage/";"tool-kits-and-storage";"D";"";"";"";"";"";"";"";"";"";"";"";"N";"{""set"":""all"",""set_value"":""1""}"
"";"مستلزمات المصانع والورش///أدوات وصناديق تخزين";"ar";"";"أدوات وصناديق تخزين";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"792";"Auto & Workshop Needs///Car Batteries & Tires";"en";"B2B";"Car Batteries & Tires";"792";"22 May 2025 00:00:00";"A";"10";"";"";"default";"0";"";"";"https://is2or.com/auto-and-workshop-needs/car-batteries-and-tires/";"car-batteries-and-tires";"D";"";"";"";"";"";"";"";"";"";"";"";"N";"{""set"":""all"",""set_value"":""1""}"
"";"مستلزمات السيارات والورش///بطاريات وإطارات السيارات";"ar";"";"بطاريات وإطارات السيارات";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"793";"Auto & Workshop Needs///Engine Oils & Fluids";"en";"B2B";"Engine Oils & Fluids";"793";"22 May 2025 00:00:00";"A";"20";"";"";"default";"0";"";"";"https://is2or.com/auto-and-workshop-needs/engine-oils-and-fluids/";"engine-oils-and-fluids";"D";"";"";"";"";"";"";"";"";"";"";"";"N";"{""set"":""all"",""set_value"":""1""}"
"";"مستلزمات السيارات والورش///زيوت وسوائل المحرك";"ar";"";"زيوت وسوائل المحرك";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"794";"Auto & Workshop Needs///Car Cleaning Products";"en";"B2B";"Car Cleaning Products";"794";"22 May 2025 00:00:00";"A";"30";"";"";"default";"0";"";"";"https://is2or.com/auto-and-workshop-needs/car-cleaning-products/";"car-cleaning-products";"D";"";"";"";"";"";"";"";"";"";"";"";"N";"{""set"":""all"",""set_value"":""1""}"
"";"مستلزمات السيارات والورش///منظفات السيارات";"ar";"";"منظفات السيارات";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"795";"Auto & Workshop Needs///Spare Parts";"en";"B2B";"Spare Parts";"795";"22 May 2025 00:00:00";"A";"40";"";"";"default";"0";"";"";"https://is2or.com/auto-and-workshop-needs/spare-parts/";"spare-parts";"D";"";"";"";"";"";"";"";"";"";"";"";"N";"{""set"":""all"",""set_value"":""1""}"
"";"مستلزمات السيارات والورش///قطع الغيار";"ar";"";"قطع الغيار";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"796";"Auto & Workshop Needs///Tools & Lifts";"en";"B2B";"Tools & Lifts";"796";"22 May 2025 00:00:00";"A";"50";"";"";"default";"0";"";"";"https://is2or.com/auto-and-workshop-needs/tools-and-lifts/";"tools-and-lifts";"D";"";"";"";"";"";"";"";"";"";"";"";"N";"{""set"":""all"",""set_value"":""1""}"
"";"مستلزمات السيارات والورش///الأدوات والرافعات";"ar";"";"الأدوات والرافعات";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"797";"Cleaning & Maintenance///Floor & Surface Cleaners";"en";"B2B";"Floor & Surface Cleaners";"797";"22 May 2025 00:00:00";"A";"10";"";"";"default";"0";"";"";"https://is2or.com/cleaning-and-maintenance/floor-and-surface-cleaners/";"floor-and-surface-cleaners";"D";"";"";"";"";"";"";"";"";"";"";"";"N";"{""set"":""all"",""set_value"":""1""}"
"";"التنظيف والصيانة///منظفات الأرضيات والأسطح";"ar";"";"منظفات الأرضيات والأسطح";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"798";"Cleaning & Maintenance///Mops";"en";"B2B";"Mops";"798";"22 May 2025 00:00:00";"A";"20";"";"";"default";"0";"";"";"https://is2or.com/cleaning-and-maintenance/mops/";"mops";"D";"";"";"";"";"";"";"";"";"";"";"";"N";"{""set"":""all"",""set_value"":""1""}"
"";"التنظيف والصيانة///المماسح";"ar";"";"المماسح";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"799";"Cleaning & Maintenance///Brooms & Buckets";"en";"B2B";"Brooms & Buckets";"799";"22 May 2025 00:00:00";"A";"30";"";"";"default";"0";"";"";"https://is2or.com/cleaning-and-maintenance/brooms-and-buckets/";"brooms-and-buckets";"D";"";"";"";"";"";"";"";"";"";"";"";"N";"{""set"":""all"",""set_value"":""1""}"
"";"التنظيف والصيانة///مكانس ودلاء";"ar";"";"مكانس ودلاء";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"800";"Cleaning & Maintenance///Trash Bins & Bags";"en";"B2B";"Trash Bins & Bags";"800";"22 May 2025 00:00:00";"A";"40";"";"";"default";"0";"";"";"https://is2or.com/cleaning-and-maintenance/trash-bins-and-bags/";"trash-bins-and-bags";"D";"";"";"";"";"";"";"";"";"";"";"";"N";"{""set"":""all"",""set_value"":""1""}"
"";"التنظيف والصيانة///سلال وأكياس النفايات";"ar";"";"سلال وأكياس النفايات";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"801";"Cleaning & Maintenance///Air Fresheners";"en";"B2B";"Air Fresheners";"801";"22 May 2025 00:00:00";"A";"50";"";"";"default";"0";"";"";"https://is2or.com/cleaning-and-maintenance/air-fresheners/";"air-fresheners";"D";"";"";"";"";"";"";"";"";"";"";"";"N";"{""set"":""all"",""set_value"":""1""}"
"";"التنظيف والصيانة/// معطرات الجو";"ar";"";" معطرات الجو";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"802";"Cleaning & Maintenance///Bathroom Supplies";"en";"B2B";"Bathroom Supplies";"802";"22 May 2025 00:00:00";"A";"60";"";"";"default";"0";"";"";"https://is2or.com/cleaning-and-maintenance/bathroom-supplies/";"bathroom-supplies";"D";"";"";"";"";"";"";"";"";"";"";"";"N";"{""set"":""all"",""set_value"":""1""}"
"";"التنظيف والصيانة///مستلزمات الحمامات";"ar";"";"مستلزمات الحمامات";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"803";"IT & Electronics///Laptops & Screens";"en";"B2B";"";"803";"23 May 2025 00:00:00";"A";"10";"";"";"default";"0";"";"";"https://is2or.com/it-and-electronics/laptops-and-screens/";"laptops-and-screens";"D";"";"";"";"";"";"";"";"";"";"";"";"N";"{""set"":""all"",""set_value"":""1""}"
"";"أجهزة إلكترونية وتقنية///أجهزة الكمبيوتر المحمولة والشاشات";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"804";"IT & Electronics///Keyboards & Mice";"en";"B2B";"";"804";"23 May 2025 00:00:00";"A";"20";"";"";"default";"0";"";"";"https://is2or.com/it-and-electronics/keyboards-and-mice/";"keyboards-and-mice";"D";"";"";"";"";"";"";"";"";"";"";"";"N";"{""set"":""all"",""set_value"":""1""}"
"";"أجهزة إلكترونية وتقنية///لوحات المفاتيح والماوس";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"805";"IT & Electronics///Routers & Cables";"en";"B2B";"";"805";"23 May 2025 00:00:00";"A";"30";"";"";"default";"0";"";"";"https://is2or.com/it-and-electronics/routers-and-cables/";"routers-and-cables";"D";"";"";"";"";"";"";"";"";"";"";"";"N";"{""set"":""all"",""set_value"":""1""}"
"";"أجهزة إلكترونية وتقنية///الموجهات والكابلات";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"806";"IT & Electronics///Projectors & Accessories";"en";"B2B";"";"806";"23 May 2025 00:00:00";"A";"40";"";"";"default";"0";"";"";"https://is2or.com/it-and-electronics/projectors-and-accessories/";"projectors-and-accessories";"D";"";"";"";"";"";"";"";"";"";"";"";"N";"{""set"":""all"",""set_value"":""1""}"
"";"أجهزة إلكترونية وتقنية///أجهزة العرض وملحقاتها";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"807";"IT & Electronics///CCTV & Security";"en";"B2B";"";"807";"23 May 2025 00:00:00";"A";"10";"";"";"default";"0";"";"";"https://is2or.com/it-and-electronics/cctv-and-security/";"cctv-and-security";"D";"";"";"";"";"";"";"";"";"";"";"";"N";"{""set"":""all"",""set_value"":""1""}"
"";"أجهزة إلكترونية وتقنية///الدوائر التلفزيونية المغلقة والأمن";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"808";"Retail & Shop Supplies///Display Racks";"en";"B2B";"";"808";"23 May 2025 00:00:00";"A";"10";"";"";"default";"0";"";"";"https://is2or.com/retail-and-shop-supplies/display-racks/";"display-racks";"D";"";"";"";"";"";"";"";"";"";"";"";"N";"{""set"":""all"",""set_value"":""1""}"
"";"مستلزمات المحلات والمتاجر///رفوف العرض";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"809";"Retail & Shop Supplies///Shopping Carts";"en";"B2B";"";"809";"23 May 2025 00:00:00";"A";"20";"";"";"default";"0";"";"";"https://is2or.com/retail-and-shop-supplies/shopping-carts/";"shopping-carts";"D";"";"";"";"";"";"";"";"";"";"";"";"N";"{""set"":""all"",""set_value"":""1""}"
"";"مستلزمات المحلات والمتاجر///عربات التسوق";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"810";"Retail & Shop Supplies/// POS Systems";"en";"B2B";"";"810";"23 May 2025 00:00:00";"A";"30";"";"";"default";"0";"";"";"https://is2or.com/retail-and-shop-supplies/pos-systems/";"pos-systems";"D";"";"";"";"";"";"";"";"";"";"";"";"N";"{""set"":""all"",""set_value"":""1""}"
"";"مستلزمات المحلات والمتاجر/// أنظمة نقاط البيع";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"811";"Retail & Shop Supplies///Labeling & Price Tags";"en";"B2B";"";"811";"23 May 2025 00:00:00";"A";"40";"";"";"default";"0";"";"";"https://is2or.com/retail-and-shop-supplies/labeling-and-price-tags/";"labeling-and-price-tags";"D";"";"";"";"";"";"";"";"";"";"";"";"N";"{""set"":""all"",""set_value"":""1""}"
"";"مستلزمات المحلات والمتاجر///الملصقات وبطاقات الأسعار";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"812";"Clinic & Medical Supplies///Gloves & Masks";"en";"B2B";"";"812";"23 May 2025 00:00:00";"A";"10";"";"";"default";"0";"";"";"https://is2or.com/clinic-and-medical-supplies/gloves-and-masks/";"gloves-and-masks";"D";"";"";"";"";"";"";"";"";"";"";"";"N";"{""set"":""all"",""set_value"":""1""}"
"";"مستلزمات العيادات والطب///القفازات والكمامات";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"813";"Clinic & Medical Supplies/// Sanitizers & Cleaners";"en";"B2B";"";"813";"23 May 2025 00:00:00";"A";"20";"";"";"default";"0";"";"";"https://is2or.com/clinic-and-medical-supplies/sanitizers-and-cleaners/";"sanitizers-and-cleaners";"D";"";"";"";"";"";"";"";"";"";"";"";"N";"{""set"":""all"",""set_value"":""1""}"
"";"مستلزمات العيادات والطب/// المطهرات والمنظفات";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"814";"Clinic & Medical Supplies/// Basic Medical Tools";"en";"B2B";"";"814";"23 May 2025 00:00:00";"A";"30";"";"";"default";"0";"";"";"https://is2or.com/clinic-and-medical-supplies/basic-medical-tools/";"basic-medical-tools";"D";"";"";"";"";"";"";"";"";"";"";"";"N";"{""set"":""all"",""set_value"":""1""}"
"";"مستلزمات العيادات والطب/// الأدوات الطبية الأساسية";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"815";"Clinic & Medical Supplies///Uniforms & Scrubs";"en";"B2B";"";"815";"23 May 2025 00:00:00";"A";"40";"";"";"default";"0";"";"";"https://is2or.com/clinic-and-medical-supplies/uniforms-and-scrubs/";"uniforms-and-scrubs";"D";"";"";"";"";"";"";"";"";"";"";"";"N";"{""set"":""all"",""set_value"":""1""}"
"";"مستلزمات العيادات والطب///الزي الرسمي والأزياء الطبية";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"816";"Clinic & Medical Supplies/// Beds & Exam Tables";"en";"B2B";"";"816";"23 May 2025 00:00:00";"A";"50";"";"";"default";"0";"";"";"https://is2or.com/clinic-and-medical-supplies/beds-and-exam-tables/";"beds-and-exam-tables";"D";"";"";"";"";"";"";"";"";"";"";"";"N";"{""set"":""all"",""set_value"":""1""}"
"";"مستلزمات العيادات والطب/// الأسرّة وطاولات الفحص";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"292";"Paintings///Figurative / Portrait";"en";"Art";"";"827";"01 Jul 2025 00:00:00";"A";"0";"";"";"default";"0";"";"";"https://is2or.com/paintings/figurative-portrait/";"figurative-portrait";"D";"";"";"";"";"";"";"";"";"";"";"";"N";"{""set"":""all"",""set_value"":""1""}"
"";"لوحات///تصويري / بورتريه";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"293";"Paintings///Landscape & Nature";"en";"Art";"";"828";"02 Jul 2025 05:16:41";"A";"0";"";"";"default";"0";"";"";"https://is2or.com/paintings/landscape-and-nature/";"landscape-and-nature";"D";"";"";"";"";"";"";"";"";"";"";"";"N";"{""set"":""all"",""set_value"":""1""}"
"";"لوحات///المناظر الطبيعية والطبيعة";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"294";"Paintings///Islamic / Cultural";"en";"Art";"";"829";"02 Jul 2025 05:16:26";"A";"0";"";"";"default";"0";"";"";"https://is2or.com/paintings/islamic-cultural/";"islamic-cultural";"D";"";"";"";"";"";"";"";"";"";"";"";"N";"{""set"":""all"",""set_value"":""1""}"
"";"لوحات///إسلامي / ثقافي";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"295";"Paintings///Minimalist / Geometric";"en";"Art";"";"830";"02 Jul 2025 05:17:21";"A";"0";"";"";"default";"0";"";"";"https://is2or.com/paintings/minimalist-geometric/";"minimalist-geometric";"D";"";"";"";"";"";"";"";"";"";"";"";"N";"{""set"":""all"",""set_value"":""1""}"
"";"لوحات///بسيط / هندسي";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"296";"Paintings///Mixed Media";"en";"Art";"";"831";"02 Jul 2025 05:17:07";"A";"0";"";"";"default";"0";"";"";"https://is2or.com/paintings/mixed-media/";"mixed-media";"D";"";"";"";"";"";"";"";"";"";"";"";"N";"{""set"":""all"",""set_value"":""1""}"
"";"لوحات///وسائط مختلطة";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"297";"Paintings///Expressionist";"en";"Art";"";"832";"02 Jul 2025 05:15:39";"A";"0";"";"";"default";"0";"";"";"https://is2or.com/paintings/expressionist/";"expressionist";"D";"";"";"";"";"";"";"";"";"";"";"";"N";"{""set"":""all"",""set_value"":""1""}"
"";"لوحات///تعبيري";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"298";"Paintings///Still Life";"en";"Art";"";"833";"02 Jul 2025 05:16:55";"A";"0";"";"";"default";"0";"";"";"https://is2or.com/paintings/still-life/";"still-life";"D";"";"";"";"";"";"";"";"";"";"";"";"N";"{""set"":""all"",""set_value"":""1""}"
"";"لوحات///طبيعة صامتة";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"299";"Paintings///Large Format";"en";"Art";"";"834";"02 Jul 2025 05:17:51";"A";"0";"";"";"default";"0";"";"";"https://is2or.com/paintings/large-format/";"large-format";"D";"";"";"";"";"";"";"";"";"";"";"";"N";"{""set"":""all"",""set_value"":""1""}"
"";"لوحات///تنسيق كبير";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"300";"Paintings///Miniature Paintings";"en";"Art";"";"835";"02 Jul 2025 05:17:37";"A";"0";"";"";"default";"0";"";"";"https://is2or.com/paintings/miniature-paintings/";"miniature-paintings";"D";"";"";"";"";"";"";"";"";"";"";"";"N";"{""set"":""all"",""set_value"":""1""}"
"";"لوحات///لوحات مصغرة";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"301";"Paintings///Arabic Calligraphy";"en";"Art";"";"836";"02 Jul 2025 05:15:09";"A";"0";"";"";"default";"0";"";"";"https://is2or.com/paintings/arabic-calligraphy/";"arabic-calligraphy";"D";"";"";"";"";"";"";"";"";"";"";"";"N";"{""set"":""all"",""set_value"":""1""}"
"";"لوحات///الخط العربي";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"302";"Calligraphy///Modern Calligraphy";"en";"Art";"";"837";"02 Jul 2025 05:19:15";"A";"0";"";"";"default";"0";"";"";"https://is2or.com/calligraphy/modern-calligraphy/";"modern-calligraphy";"D";"";"";"";"";"";"";"";"";"";"";"";"N";"{""set"":""all"",""set_value"":""1""}"
"";"الخط///الخط الحديث";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"303";"Calligraphy///Islamic Verses";"en";"Art";"";"838";"02 Jul 2025 05:19:45";"A";"0";"";"";"default";"0";"";"";"https://is2or.com/calligraphy/islamic-verses/";"islamic-verses";"D";"";"";"";"";"";"";"";"";"";"";"";"N";"{""set"":""all"",""set_value"":""1""}"
"";"الخط///آيات إسلامية";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"304";"Calligraphy///Contemporary Lettering";"en";"Art";"";"839";"02 Jul 2025 05:19:02";"A";"0";"";"";"default";"0";"";"";"https://is2or.com/calligraphy/contemporary-lettering/";"contemporary-lettering";"D";"";"";"";"";"";"";"";"";"";"";"";"N";"{""set"":""all"",""set_value"":""1""}"
"";"الخط///الكتابة المعاصرة";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"305";"Calligraphy///Hand-Engraved Calligraphy";"en";"Art";"";"840";"02 Jul 2025 05:19:59";"A";"0";"";"";"default";"0";"";"";"https://is2or.com/calligraphy/hand-engraved-calligraphy/";"hand-engraved-calligraphy";"D";"";"";"";"";"";"";"";"";"";"";"";"N";"{""set"":""all"",""set_value"":""1""}"
"";"الخط///خط يدوي محفور";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"306";"Calligraphy///Decorative Calligraphy Panels";"en";"Art";"";"841";"02 Jul 2025 05:20:18";"A";"0";"";"";"default";"0";"";"";"https://is2or.com/calligraphy/decorative-calligraphy-panels/";"decorative-calligraphy-panels";"D";"";"";"";"";"";"";"";"";"";"";"";"N";"{""set"":""all"",""set_value"":""1""}"
"";"الخط///لوحات زخرفية للخط العربي";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"307";"Calligraphy///3D Calligraphy Art";"en";"Art";"";"842";"02 Jul 2025 05:18:35";"A";"0";"";"";"default";"0";"";"";"https://is2or.com/calligraphy/3d-calligraphy-art/";"3d-calligraphy-art";"D";"";"";"";"";"";"";"";"";"";"";"";"N";"{""set"":""all"",""set_value"":""1""}"
"";"الخط///فن الخط ثلاثي الأبعاد";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"308";"Calligraphy///Limited Edition Calligraphy Prints";"en";"Art";"";"843";"02 Jul 2025 05:19:28";"A";"0";"";"";"default";"0";"";"";"https://is2or.com/calligraphy/limited-edition-calligraphy-prints/";"limited-edition-calligraphy-prints";"D";"";"";"";"";"";"";"";"";"";"";"";"N";"{""set"":""all"",""set_value"":""1""}"
"";"الخط///مطبوعات خطية محدودة الإصدار";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"309";"Calligraphy///Canvas Prints";"en";"Art";"";"844";"02 Jul 2025 05:18:49";"A";"0";"";"";"default";"0";"";"";"https://is2or.com/calligraphy/canvas-prints/";"canvas-prints";"D";"";"";"";"";"";"";"";"";"";"";"";"N";"{""set"":""all"",""set_value"":""1""}"
"";"الخط///طباعة على قماش";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"310";"Prints///Fine Art Prints";"en";"Art";"";"845";"02 Jul 2025 05:22:18";"A";"0";"";"";"default";"0";"";"";"https://is2or.com/prints/fine-art-prints/";"fine-art-prints";"D";"";"";"";"";"";"";"";"";"";"";"";"N";"{""set"":""all"",""set_value"":""1""}"
"";"مطبوعات///مطبوعات فنية";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"311";"Prints///Limited Edition Prints";"en";"Art";"";"846";"02 Jul 2025 05:23:11";"A";"0";"";"";"default";"0";"";"";"https://is2or.com/prints/limited-edition-prints/";"limited-edition-prints";"D";"";"";"";"";"";"";"";"";"";"";"";"N";"{""set"":""all"",""set_value"":""1""}"
"";"مطبوعات///طبعات محدودة الإصدار";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"312";"Prints///Poster Prints";"en";"Art";"";"847";"02 Jul 2025 05:22:45";"A";"0";"";"";"default";"0";"";"";"https://is2or.com/prints/poster-prints/";"poster-prints";"D";"";"";"";"";"";"";"";"";"";"";"";"N";"{""set"":""all"",""set_value"":""1""}"
"";"مطبوعات///مطبوعات ملصقات";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"313";"Prints///Framed Prints";"en";"Art";"";"848";"02 Jul 2025 05:23:23";"A";"0";"";"";"default";"0";"";"";"https://is2or.com/prints/framed-prints/";"framed-prints";"D";"";"";"";"";"";"";"";"";"";"";"";"N";"{""set"":""all"",""set_value"":""1""}"
"";"مطبوعات///مطبوعات مؤطرة";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"314";"Prints///Digital Illustration Prints";"en";"Art";"";"849";"02 Jul 2025 05:22:06";"A";"0";"";"";"default";"0";"";"";"https://is2or.com/prints/digital-illustration-prints/";"digital-illustration-prints";"D";"";"";"";"";"";"";"";"";"";"";"";"N";"{""set"":""all"",""set_value"":""1""}"
"";"مطبوعات///مطبوعات الرسوم التوضيحية الرقمية";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"315";"Prints///Typography & Quote Prints";"en";"Art";"";"850";"02 Jul 2025 05:22:31";"A";"0";"";"";"default";"0";"";"";"https://is2or.com/prints/typography-and-quote-prints/";"typography-and-quote-prints";"D";"";"";"";"";"";"";"";"";"";"";"";"N";"{""set"":""all"",""set_value"":""1""}"
"";"مطبوعات///طباعة ومطبوعات اقتباسات";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"316";"Prints///Photography Prints";"en";"Art";"";"851";"02 Jul 2025 05:22:57";"A";"0";"";"";"default";"0";"";"";"https://is2or.com/prints/photography-prints/";"photography-prints";"D";"";"";"";"";"";"";"";"";"";"";"";"N";"{""set"":""all"",""set_value"":""1""}"
"";"مطبوعات///مطبوعات فوتوغرافية";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"317";"Prints///Black & White";"en";"Art";"";"852";"02 Jul 2025 05:21:03";"A";"0";"";"";"default";"0";"";"";"https://is2or.com/prints/black-and-white/";"black-and-white";"D";"";"";"";"";"";"";"";"";"";"";"";"N";"{""set"":""all"",""set_value"":""1""}"
"";"مطبوعات///أسود وأبيض";"ar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
